plan_curvature,profile_curvature,saga_wetness_index,catchment_area,relative_slope_position,channel_network_distance,elevation,li,a_c,fe,co,x_c,cs,la,ni,nb,h_c,b_c,rb,ca,sr,c_c
-1.4413931057788432e-4,-9.225504982168786e-6,10.558971405029297,525.39459228515625,0.4526452422142029,0.05872527882456779,309.0711975097656,15.37972354888916,3.4478201866149902,1.9245177507400513,8.137917518615723,0.47246748208999634,0.8004359602928162,18.61863899230957,28.75125312805176,0.5384780168533325,1.2162498235702517,9.360464096069336,19.376806259155273,3.865602970123291,87.6581039428711,9.999245643615724
1.700000029813964e-5,6.275510031628073e-7,10.226766586303713,274.38885498046875,0.982306718826294,0.11429881304502489,309.2627868652344,15.542553901672363,3.4033634662628174,2.0179240703582764,9.679143905639648,0.4729750752449035,0.7033311128616333,18.15506362915039,29.488706588745117,0.5478148460388184,1.2052490711212158,8.66694450378418,16.62969398498535,4.7185444831848145,106.34503173828124,9.25438404083252
1.700000029813964e-5,6.275510031628073e-7,10.305781364440918,175.13992309570312,0.987479329109192,0.10508748143911362,309.4367370605469,14.754756927490234,3.60701847076416,2.1019394397735596,10.567438125610352,0.47415775060653687,0.6091716885566711,17.18256378173828,30.680620193481445,0.5656226277351379,1.206141471862793,9.2589750289917,13.499488830566406,6.628407955169678,137.28228759765625,9.890450477600098
5.1438775699352846e-5,1.923469426401425e-6,10.158624649047852,91.797393798828125,0.9967139959335328,0.06391728669404984,309.61065673828125,13.41512966156006,3.749354839324951,2.00683331489563,9.685861587524414,0.47617459297180176,0.5205321311950684,16.57086753845215,32.73662567138672,0.4620820879936218,1.19734787940979,10.22179889678955,11.537921905517578,8.376626968383789,152.69590759277344,11.039118766784668
1.5560557949356735e-4,1.701623696135357e-4,9.773902893066406,8.40758991241455,0.9932609796524048,0.1487451046705246,309.917724609375,14.313958168029783,3.51753830909729,1.942006468772888,10.427238464355469,0.47728195786476135,0.4913722574710846,17.515098571777344,32.48495864868164,0.5246838927268982,1.1983575820922852,9.109655380249023,12.99415683746338,5.784821033477783,117.72691345214844,9.764683723449709
-3.667079145088792e-4,-3.110489924438298e-4,9.229372024536133,30.53210830688477,0.54744720458984375,0.03918736800551414,310.05865478515625,14.674015998840332,3.407841920852661,1.878908634185791,8.427960395812988,0.4760366976261139,0.8290008306503296,18.464344024658203,29.554683685302734,0.5340592265129089,1.2314889430999756,9.551959037780762,15.844268798828123,3.9025769233703618,78.43816375732422,10.174023628234863
1.2035775580443442e-4,2.009165909839794e-4,8.849238395690918,55.51648712158203,0.9548179507255554,0.1079619601368904,310.3224792480469,13.20557975769043,3.470757007598877,1.7271336317062378,7.518661499023437,0.4743330180644989,0.736952006816864,18.59667205810547,26.690940856933594,0.5132595300674438,1.2102750539779663,9.40123462677002,18.840269088745117,2.574371337890625,53.056365966796875,10.063178062438965
-1.7499999671599653e-7,-2.5000000292152436e-8,10.877793312072754,170.0236358642578,0.04553353413939476,0.00652773026376962,309.0401916503906,15.749369621276855,3.4508280754089355,1.9334709644317627,8.245420455932617,0.4721648097038269,0.8544801473617554,18.952516555786133,29.145977020263672,0.5389647483825684,1.2181475162506104,9.65693187713623,18.65346908569336,3.4607009887695312,92.64527893066406,10.33786392211914
-1.7499999671599653e-7,-2.5000000292152436e-8,10.609970092773438,183.2640380859375,0.19699688255786896,0.00825256574898958,309.1960754394531,16.174983978271484,3.418001413345337,1.9880826473236084,9.6386260986328125,0.47127029299736023,0.7522605657577515,18.626859664916992,29.463844299316406,0.520731508731842,1.2126598358154297,8.97337532043457,16.420063018798828,4.989424228668213,120.6857681274414,9.567944526672363
-1.7499999671599653e-7,-2.5000000292152436e-8,10.200345993041992,231.4919281005859,0.6313531994819641,0.00695792865008115,309.4048156738281,14.981471061706545,3.486912488937378,1.979480504989624,9.7801361083984375,0.4720838069915771,0.7674614787101746,17.51871681213379,30.890647888183594,0.5099515914916992,1.2265772819519043,10.19075870513916,13.24257469177246,6.723472595214844,131.687255859375,10.912126541137695
-2.4940500225056898e-5,-2.4775749807304237e-6,9.956677436828612,53.969024658203125,0.2953079044818878,0.00676590716466307,309.5797424316406,14.450718879699709,3.457869529724121,1.9606167078018188,9.286251068115234,0.47373297810554504,0.7551836967468262,17.056730270385742,32.7259635925293,0.5422066450119019,1.2252601385116575,9.443827629089355,11.983759880065918,6.587334156036377,126.69625854492188,10.05152988433838
6.117024895502254e-6,-2.0534500890789782e-06,9.704400062561035,158.120361328125,0.8529279828071594,0.06664859503507614,309.87164306640625,14.666972160339355,3.317512035369873,2.024937868118286,9.814759254455566,0.4752522110939026,0.6141971945762634,17.85529899597168,32.43339157104492,0.5626772046089172,1.214069128036499,8.7662811279296875,13.733899116516112,5.528608322143555,109.0275421142578,9.344172477722168
2.689932443900034e-5,-2.726992534007877e-5,9.892375946044922,33.45308303833008,0.9877972602844238,0.11117011308670044,310.1632385253906,15.076963424682615,3.343188762664795,1.981371521949768,8.033352851867676,0.4754912853240967,0.764900803565979,19.210708618164062,29.58239364624023,0.5914983749389648,1.218218207359314,8.716094017028809,17.749984741210938,3.226365804672241,72.6948471069336,9.256426811218262
-4.2180257878499106e-5,9.00390004971996e-5,8.784266471862793,271.4989318847656,0.9026604294776917,0.03237555548548698,310.4707336425781,14.079123497009276,3.4853527545928955,1.9610378742218015,8.012828826904297,0.4749311208724976,0.8522109985351564,19.54215431213379,27.895524978637695,0.5918439626693726,1.2043321132659912,9.10692310333252,21.54133415222168,1.6000394821166992,46.00133514404297,9.754966735839844
1.6865000361576676e-5,2.499999993688107e-7,10.802064895629885,6442.41015625,0.05950411409139633,0.01580262556672096,309.0345764160156,16.570337295532227,3.328489065170288,1.9780147075653076,8.62154483795166,0.4716143012046814,0.7810227274894714,19.221654891967773,31.01123046875,0.6080455780029297,1.201600432395935,8.378451347351074,18.71210479736328,3.697911262512207,103.82968139648438,8.953371047973633
1.6865000361576676e-5,2.499999993688107e-7,10.637062072753906,2228.61083984375,0.11208916455507278,0.01579810492694378,309.1904602050781,16.055944442749023,3.3230042457580566,1.9611307382583616,8.825620651245117,0.4702728986740112,0.7214527726173401,18.843692779541016,31.122817993164062,0.5625367760658264,1.1994765996932983,8.6141939163208,16.367496490478516,4.208454608917236,102.38713836669922,9.22508716583252
-1.0691979696275666e-4,6.277870124904439e-5,10.787306785583496,38.80529022216797,0.8876436948776245,0.04726826399564743,309.4181823730469,15.125548362731934,3.2467806339263916,1.9215046167373655,9.576563835144045,0.4709568321704865,0.5050964951515198,17.792339324951172,32.993980407714844,0.5590749382972717,1.194815993309021,8.056927680969238,13.564224243164062,6.091217041015625,129.1258544921875,8.621086120605469
